TransactionID,CustomerID,ProductID,TransactionDate,Amount,ChargebackStatus,ChargebackReason,Country,City
449,293,49,2023-05-12,590.27,No,,Costa Rica,San José
450,473,94,2023-03-03,591.33,No,,Argentina,Rosario
451,167,23,2023-08-02,18.52,No,,Peru,Cusco
452,420,3,2024-06-02,52.02,No,,Argentina,Rosario
453,393,62,2023-12-22,207.08,No,,Brazil,Rio de Janeiro
454,184,46,2023-03-17,642.0,No,,Venezuela,Maracaibo
455,328,31,2023-01-13,32.24,No,,Argentina,Buenos Aires
456,154,43,2023-06-03,761.84,No,,Argentina,Córdoba
457,130,32,2024-03-26,402.65,No,,Colombia,Medellín
458,224,51,2024-03-06,555.15,No,,Mexico,Guadalajara
459,15,20,2023-03-27,534.22,No,,Chile,Concepción
460,262,94,2023-11-09,951.44,No,,Colombia,Bogotá
461,422,22,2024-04-04,272.45,No,,Chile,Concepción
462,310,32,2024-01-05,969.4,No,,Argentina,Rosario
463,39,27,2023-11-06,856.67,No,,Argentina,Rosario
464,447,11,2023-03-15,533.76,No,,Costa Rica,Cartago
465,185,67,2023-04-11,711.68,No,,Peru,Lima
466,241,49,2023-09-21,762.06,No,,Mexico,Monterrey
467,87,85,2023-12-05,151.07,No,,Mexico,Mexico City
468,452,31,2023-01-07,361.3,No,,Venezuela,Maracaibo
469,341,62,2023-12-11,685.03,No,,Peru,Arequipa
470,262,52,2023-07-26,839.65,No,,Peru,Arequipa
471,123,59,2023-03-05,835.93,No,,Costa Rica,San José
472,42,19,2024-02-15,916.33,No,,Venezuela,Caracas
473,78,36,2024-01-22,704.16,No,,Brazil,São Paulo
474,410,21,2024-06-19,993.98,No,,Colombia,Medellín
475,412,71,2024-06-07,512.65,No,,Chile,Concepción
476,151,53,2023-03-09,364.17,No,,Venezuela,Caracas
477,322,99,2023-09-18,688.99,No,,Venezuela,Valencia
478,104,8,2023-07-21,892.39,No,,Brazil,Rio de Janeiro
479,4,19,2024-01-26,87.61,No,,Uruguay,Punta del Este
480,141,73,2023-08-04,85.17,No,,Argentina,Córdoba
481,67,46,2024-06-01,839.28,No,,Argentina,Buenos Aires
482,202,32,2023-03-04,409.85,No,,Peru,Lima
483,31,32,2023-02-09,239.68,No,,Argentina,Córdoba
484,338,72,2023-01-29,641.74,No,,Venezuela,Caracas
485,381,82,2024-01-25,609.89,No,,Costa Rica,Cartago
486,32,49,2023-03-24,726.47,No,,Peru,Cusco
487,250,78,2024-02-08,678.24,No,,Brazil,Rio de Janeiro
488,411,2,2023-12-05,286.15,No,,Argentina,Córdoba
489,229,71,2023-04-06,847.11,No,,Brazil,Rio de Janeiro
490,462,88,2023-04-08,917.42,No,,Argentina,Córdoba
491,391,24,2023-07-08,585.98,No,,Costa Rica,Alajuela
492,5,88,2024-03-15,27.07,No,,Mexico,Mexico City
493,395,18,2023-03-18,681.44,No,,Mexico,Mexico City
494,58,65,2023-05-12,408.09,No,,Argentina,Buenos Aires
495,166,75,2024-02-26,578.06,No,,Chile,Santiago
496,323,21,2024-05-14,146.52,No,,Colombia,Medellín
497,316,18,2023-12-23,629.9,No,,Chile,Santiago
498,284,84,2024-02-23,479.37,No,,Colombia,Bogotá
499,437,13,2023-10-26,996.39,No,,Uruguay,Punta del Este
500,465,52,2023-12-20,591.82,No,,Chile,Valparaíso
501,100,26,2024-01-29,55.71,No,,Argentina,Rosario
502,323,98,2023-01-21,663.0,No,,Costa Rica,Cartago
503,458,21,2023-09-20,485.37,No,,Peru,Cusco
504,103,37,2023-09-28,724.68,No,,Brazil,São Paulo
505,324,39,2023-10-13,194.89,No,,Mexico,Mexico City
506,174,49,2023-05-24,164.13,No,,Costa Rica,San José
507,297,95,2023-07-25,914.61,No,,Mexico,Mexico City
508,27,100,2023-07-02,518.15,No,,Peru,Cusco
509,27,23,2024-04-05,951.6,No,,Colombia,Cali
510,218,14,2023-04-13,609.55,No,,Chile,Concepción
511,207,18,2023-12-03,516.17,No,,Costa Rica,Alajuela
512,372,55,2023-03-25,348.3,No,,Colombia,Cali
513,166,55,2023-08-22,410.42,No,,Chile,Valparaíso
514,188,13,2023-12-18,406.18,No,,Costa Rica,Cartago
515,300,24,2023-04-29,556.92,No,,Mexico,Mexico City
516,94,96,2023-04-11,963.23,No,,Peru,Cusco
517,232,89,2024-04-02,410.89,No,,Argentina,Córdoba
518,336,18,2024-03-07,389.9,No,,Mexico,Mexico City
519,312,30,2023-09-18,739.79,No,,Colombia,Medellín
520,457,52,2024-01-16,282.5,No,,Peru,Arequipa
521,471,99,2023-03-03,869.67,No,,Colombia,Medellín
522,230,85,2023-09-23,703.21,No,,Venezuela,Maracaibo
523,465,35,2024-04-16,697.56,No,,Brazil,Brasília
524,68,71,2023-07-03,805.44,No,,Argentina,Rosario
525,246,68,2024-02-11,206.59,No,,Uruguay,Salto
526,242,37,2023-06-27,153.31,No,,Colombia,Medellín
527,461,11,2023-06-26,101.74,No,,Peru,Cusco
528,164,76,2023-05-29,953.29,No,,Argentina,Córdoba
529,411,15,2023-04-30,680.49,No,,Argentina,Buenos Aires
530,413,56,2023-02-06,263.4,No,,Venezuela,Valencia
531,250,57,2023-12-23,636.3,No,,Chile,Santiago
532,179,52,2024-05-13,954.21,No,,Venezuela,Maracaibo
533,153,28,2024-05-01,40.62,No,,Venezuela,Valencia
534,426,99,2023-02-28,436.36,No,,Uruguay,Salto
535,221,46,2023-12-03,243.17,No,,Argentina,Buenos Aires
536,440,73,2023-05-16,281.46,No,,Mexico,Guadalajara
537,10,8,2023-01-12,33.64,No,,Venezuela,Maracaibo
538,3,67,2023-08-12,946.74,No,,Argentina,Buenos Aires
539,309,65,2024-07-01,61.96,No,,Peru,Lima
540,159,77,2023-07-21,496.14,No,,Uruguay,Punta del Este
541,199,56,2023-01-27,864.05,No,,Colombia,Bogotá
542,405,68,2023-05-04,190.42,No,,Uruguay,Salto
543,24,57,2024-03-13,187.77,No,,Peru,Arequipa
544,64,2,2024-06-18,557.5,No,,Venezuela,Valencia
545,414,13,2023-04-27,852.77,No,,Venezuela,Caracas
546,310,34,2023-04-26,223.71,No,,Peru,Cusco
547,113,92,2023-10-20,781.28,No,,Argentina,Córdoba
548,61,80,2023-05-03,679.13,No,,Mexico,Monterrey
549,445,50,2023-10-26,60.71,No,,Venezuela,Caracas
550,216,14,2023-03-27,497.14,No,,Venezuela,Maracaibo
551,112,8,2024-04-14,999.44,No,,Chile,Valparaíso
552,254,87,2023-09-24,569.2,No,,Mexico,Mexico City
553,411,75,2023-11-08,138.77,No,,Peru,Lima
554,328,8,2023-09-18,37.31,No,,Peru,Lima
555,202,63,2023-04-02,406.46,No,,Chile,Valparaíso
556,365,61,2024-03-02,400.48,No,,Colombia,Cali
557,446,41,2023-06-30,427.97,No,,Brazil,Rio de Janeiro
558,471,65,2023-11-20,279.82,No,,Colombia,Bogotá
559,55,76,2023-05-19,269.63,No,,Colombia,Cali
560,219,26,2024-01-26,178.87,No,,Chile,Santiago
561,474,36,2023-08-06,833.64,No,,Chile,Concepción
562,404,62,2023-05-22,283.91,No,,Peru,Arequipa
563,3,20,2024-03-02,811.75,No,,Costa Rica,Cartago
564,438,34,2023-07-02,43.69,No,,Argentina,Buenos Aires
565,448,35,2023-02-21,675.19,No,,Chile,Valparaíso
566,14,11,2024-02-07,103.78,No,,Mexico,Guadalajara
567,88,36,2023-01-18,508.21,No,,Mexico,Guadalajara
568,391,51,2024-02-24,32.38,No,,Uruguay,Montevideo
569,264,87,2023-09-04,253.89,No,,Costa Rica,San José
570,279,99,2024-04-27,990.35,No,,Venezuela,Valencia
571,125,89,2023-07-30,236.11,No,,Colombia,Cali
572,405,63,2023-03-10,487.72,No,,Costa Rica,San José
573,227,36,2023-07-13,561.4,No,,Uruguay,Montevideo
574,316,12,2023-03-09,121.42,No,,Chile,Concepción
575,373,65,2023-01-07,238.1,No,,Argentina,Rosario
576,194,87,2024-04-17,734.32,No,,Brazil,Rio de Janeiro
577,84,21,2023-12-31,367.22,No,,Peru,Lima
578,403,60,2023-03-22,602.31,No,,Brazil,Brasília
579,30,5,2023-10-26,68.66,No,,Argentina,Buenos Aires
580,353,22,2024-06-24,572.92,No,,Mexico,Monterrey
581,162,20,2024-06-30,211.3,No,,Chile,Santiago
582,500,52,2023-12-08,672.51,No,,Venezuela,Maracaibo
583,237,62,2023-03-17,432.38,No,,Costa Rica,Cartago
584,343,58,2023-06-16,649.16,No,,Chile,Santiago
585,249,71,2023-06-16,416.39,No,,Colombia,Medellín
586,356,47,2023-08-03,623.13,No,,Chile,Santiago
587,8,67,2023-09-04,30.48,No,,Brazil,Rio de Janeiro
588,209,80,2024-05-10,494.18,No,,Mexico,Guadalajara
589,471,100,2023-04-18,384.39,No,,Colombia,Bogotá
590,102,5,2024-06-22,780.95,No,,Uruguay,Montevideo
591,308,33,2023-06-18,529.47,No,,Costa Rica,Cartago
592,154,32,2024-05-31,373.47,No,,Argentina,Buenos Aires
593,491,53,2024-01-19,674.68,No,,Venezuela,Valencia
594,65,93,2023-04-04,714.06,No,,Mexico,Monterrey
595,108,18,2023-06-02,101.1,No,,Costa Rica,Alajuela
596,102,49,2023-04-21,67.22,No,,Mexico,Monterrey
597,392,11,2023-08-30,692.5,No,,Chile,Santiago
598,247,82,2023-10-25,408.69,No,,Brazil,Brasília
599,13,79,2023-01-30,400.86,No,,Uruguay,Salto
600,384,43,2024-02-01,278.77,No,,Costa Rica,San José
601,139,63,2023-06-19,107.22,No,,Uruguay,Punta del Este
602,62,54,2023-05-08,195.73,No,,Colombia,Cali
603,400,74,2023-07-06,797.57,No,,Argentina,Córdoba
604,114,3,2023-03-05,48.83,No,,Argentina,Buenos Aires
605,481,69,2023-12-27,519.83,No,,Peru,Lima
606,446,61,2024-05-24,164.51,No,,Venezuela,Caracas
607,307,17,2023-05-11,543.45,No,,Brazil,Rio de Janeiro
608,462,35,2024-06-07,37.0,No,,Chile,Santiago
609,472,81,2024-04-12,763.55,No,,Argentina,Buenos Aires
610,378,73,2024-05-03,154.47,No,,Argentina,Buenos Aires
611,491,58,2023-07-15,832.47,No,,Costa Rica,Cartago
612,215,17,2024-02-21,960.7,No,,Brazil,São Paulo
613,243,33,2023-12-09,386.72,No,,Uruguay,Punta del Este
614,296,35,2023-11-29,904.65,No,,Uruguay,Salto
615,6,10,2023-11-03,990.46,No,,Brazil,Brasília
616,139,87,2024-05-06,387.71,No,,Peru,Arequipa
617,283,98,2023-03-13,407.91,No,,Chile,Santiago
618,338,7,2023-09-12,46.77,No,,Uruguay,Punta del Este
619,247,73,2023-10-15,858.9,No,,Costa Rica,Alajuela
620,113,74,2024-01-14,37.8,No,,Peru,Cusco
621,488,85,2023-01-22,184.44,No,,Brazil,Brasília
622,162,10,2023-04-29,748.32,No,,Costa Rica,San José
623,280,38,2023-02-26,592.85,No,,Uruguay,Montevideo
624,183,69,2024-05-27,831.37,No,,Peru,Cusco
625,281,1,2024-01-01,901.12,No,,Mexico,Mexico City
626,28,21,2023-12-20,291.08,No,,Argentina,Buenos Aires
627,116,66,2024-04-28,731.86,No,,Colombia,Cali
628,489,28,2024-02-13,655.35,No,,Brazil,Brasília
629,268,57,2023-04-23,870.51,No,,Brazil,Brasília
630,248,74,2023-03-23,301.7,No,,Costa Rica,San José
631,105,4,2023-04-09,478.07,No,,Uruguay,Salto
632,450,25,2024-05-19,846.78,No,,Costa Rica,San José
633,457,82,2023-05-10,164.29,No,,Venezuela,Maracaibo
634,336,4,2023-05-28,247.06,No,,Venezuela,Caracas
635,99,6,2023-05-14,711.93,No,,Peru,Cusco
636,21,51,2023-02-14,476.54,No,,Chile,Santiago
637,423,68,2024-06-03,808.03,No,,Argentina,Buenos Aires
638,7,74,2023-07-06,912.22,No,,Chile,Concepción
639,208,19,2024-04-07,120.28,No,,Peru,Arequipa
640,73,64,2023-09-08,119.5,No,,Venezuela,Valencia
641,165,25,2024-04-04,226.17,No,,Chile,Concepción
642,83,70,2023-08-16,588.97,No,,Costa Rica,San José
643,85,8,2024-06-05,405.08,No,,Brazil,São Paulo
644,126,43,2023-04-16,505.98,No,,Mexico,Monterrey
645,386,19,2023-10-21,879.28,No,,Brazil,São Paulo
646,416,53,2024-05-19,154.72,No,,Chile,Santiago
647,149,2,2023-04-08,521.37,No,,Costa Rica,Cartago
648,255,82,2023-01-01,477.53,No,,Mexico,Mexico City
649,474,91,2024-04-01,747.16,No,,Chile,Valparaíso
650,8,97,2023-10-27,201.28,No,,Chile,Valparaíso
651,198,67,2023-09-26,831.19,No,,Uruguay,Montevideo
652,3,70,2023-11-27,377.38,No,,Colombia,Cali
653,282,76,2024-04-08,534.19,No,,Uruguay,Montevideo
654,124,20,2023-06-21,62.84,No,,Mexico,Monterrey
655,459,14,2023-12-16,99.48,No,,Colombia,Cali
656,287,94,2024-04-12,939.08,No,,Uruguay,Salto
657,359,20,2023-09-30,366.17,No,,Mexico,Mexico City
658,450,23,2023-11-27,6.12,No,,Brazil,Brasília
659,51,65,2024-01-01,196.3,No,,Venezuela,Caracas
660,451,64,2023-04-15,85.13,No,,Chile,Valparaíso
661,365,77,2023-04-17,723.92,No,,Brazil,São Paulo
662,220,81,2023-07-13,598.02,No,,Mexico,Guadalajara
663,223,94,2024-05-04,366.23,No,,Venezuela,Caracas
664,127,40,2023-06-11,367.17,No,,Colombia,Bogotá
665,14,10,2024-06-04,23.65,No,,Chile,Valparaíso
666,238,39,2024-03-03,245.19,No,,Mexico,Guadalajara
667,397,99,2024-03-08,702.43,No,,Colombia,Bogotá
668,237,6,2023-03-17,689.97,No,,Venezuela,Valencia
669,123,31,2023-04-12,895.79,No,,Mexico,Monterrey
670,334,63,2023-07-09,312.87,No,,Peru,Lima
671,254,89,2023-08-09,486.88,No,,Chile,Santiago
672,62,7,2024-01-02,579.82,No,,Venezuela,Caracas
673,198,81,2024-04-09,586.49,No,,Chile,Santiago
674,225,37,2024-03-03,682.34,No,,Chile,Santiago
675,324,49,2023-03-17,150.97,No,,Chile,Concepción
676,447,85,2023-06-28,49.06,No,,Venezuela,Maracaibo
677,74,1,2023-02-26,159.12,No,,Uruguay,Montevideo
678,239,88,2024-05-18,894.67,No,,Uruguay,Salto
679,156,5,2024-03-24,601.95,No,,Costa Rica,Alajuela
680,186,16,2023-03-03,438.87,No,,Chile,Valparaíso
681,86,29,2024-06-08,753.04,No,,Peru,Arequipa
682,189,2,2023-03-06,697.15,No,,Mexico,Guadalajara
683,281,68,2023-10-27,427.34,No,,Brazil,São Paulo
684,92,48,2023-04-25,619.88,No,,Costa Rica,Cartago
685,334,23,2024-02-08,439.35,No,,Costa Rica,Cartago
686,289,39,2023-08-04,424.46,No,,Uruguay,Punta del Este
687,471,51,2023-07-06,640.4,No,,Venezuela,Caracas
688,424,25,2024-02-16,143.89,No,,Venezuela,Valencia
689,288,21,2023-05-31,182.9,No,,Mexico,Mexico City
690,470,64,2024-01-12,467.54,No,,Peru,Cusco
691,86,69,2023-08-04,759.65,No,,Mexico,Monterrey
692,18,42,2023-04-17,245.3,No,,Costa Rica,Alajuela
693,454,27,2023-05-09,283.08,No,,Venezuela,Valencia
694,34,3,2024-03-29,261.15,No,,Venezuela,Valencia
695,473,73,2023-02-14,380.5,No,,Costa Rica,San José
696,277,30,2023-09-13,860.51,No,,Costa Rica,San José
697,470,63,2023-07-11,178.65,No,,Chile,Concepción
698,126,22,2024-03-12,390.26,No,,Chile,Valparaíso
699,214,25,2023-03-18,441.93,No,,Argentina,Buenos Aires
700,269,85,2023-11-07,717.29,No,,Mexico,Guadalajara
701,436,62,2023-12-23,232.3,No,,Peru,Cusco
702,364,21,2024-04-21,8.89,No,,Colombia,Medellín
703,180,5,2023-11-16,218.93,No,,Argentina,Rosario
704,395,56,2023-06-10,843.99,No,,Venezuela,Maracaibo
705,271,2,2023-12-22,464.43,No,,Costa Rica,Alajuela
706,364,2,2024-03-26,547.31,No,,Costa Rica,San José
707,237,8,2024-05-29,133.57,No,,Mexico,Mexico City
708,403,67,2024-06-10,574.3,No,,Costa Rica,Alajuela
709,425,15,2023-10-26,485.38,No,,Colombia,Bogotá
710,334,87,2023-05-29,33.55,No,,Chile,Concepción
711,157,68,2024-04-20,613.89,No,,Uruguay,Montevideo
712,377,42,2023-10-20,886.94,No,,Chile,Concepción
713,456,1,2023-09-26,595.12,No,,Colombia,Medellín
714,79,98,2024-05-20,625.97,No,,Venezuela,Caracas
715,232,87,2023-03-23,123.88,No,,Argentina,Córdoba
716,91,39,2024-06-08,65.15,No,,Mexico,Guadalajara
717,198,62,2023-08-07,331.96,No,,Brazil,Brasília
718,294,19,2024-01-10,683.9,No,,Argentina,Buenos Aires
719,306,23,2024-04-24,5.56,No,,Mexico,Guadalajara
720,250,9,2023-08-13,393.93,No,,Costa Rica,Alajuela
721,439,84,2023-04-11,459.22,No,,Colombia,Bogotá
722,324,62,2023-03-25,348.68,No,,Peru,Lima
723,346,94,2023-11-04,617.49,No,,Peru,Cusco
724,327,39,2024-02-29,49.34,No,,Argentina,Córdoba
725,426,88,2024-05-09,580.55,No,,Chile,Santiago
726,413,4,2023-11-13,478.89,No,,Chile,Concepción
727,225,31,2023-08-06,993.6,No,,Costa Rica,San José
728,331,50,2024-06-11,103.26,No,,Argentina,Rosario
729,428,22,2023-02-01,589.26,No,,Argentina,Rosario
730,235,18,2023-03-09,862.36,No,,Costa Rica,Alajuela
731,441,53,2023-10-25,16.97,No,,Peru,Cusco
732,64,78,2023-02-05,383.36,No,,Brazil,Brasília
733,180,97,2023-12-04,348.34,No,,Peru,Arequipa
734,372,86,2023-06-26,798.04,No,,Costa Rica,Alajuela
735,362,80,2024-05-08,263.08,No,,Costa Rica,Alajuela
736,298,99,2024-03-22,49.79,No,,Chile,Santiago
737,336,86,2023-07-02,970.9,No,,Venezuela,Caracas
738,350,1,2023-10-21,238.65,No,,Chile,Santiago
739,165,11,2023-03-15,259.32,No,,Chile,Concepción
740,69,17,2024-05-17,154.43,No,,Colombia,Cali
741,393,60,2024-04-14,816.16,No,,Mexico,Monterrey
742,353,75,2023-04-25,762.17,No,,Brazil,Brasília
743,254,69,2023-10-04,786.7,No,,Brazil,Rio de Janeiro
744,88,64,2023-07-22,141.03,No,,Venezuela,Caracas
745,420,5,2023-12-20,670.63,No,,Costa Rica,Alajuela
746,227,2,2023-03-12,76.68,No,,Uruguay,Montevideo
747,447,33,2024-06-30,114.12,No,,Costa Rica,San José
748,113,7,2023-02-08,926.9,No,,Colombia,Cali
749,56,50,2024-02-29,944.88,No,,Colombia,Bogotá
750,407,88,2024-05-15,822.45,No,,Argentina,Córdoba
751,327,21,2024-02-28,947.06,No,,Mexico,Monterrey
752,11,74,2023-04-21,449.35,No,,Chile,Concepción
753,234,76,2024-02-14,70.62,No,,Mexico,Monterrey
754,54,37,2023-12-17,597.21,No,,Peru,Cusco
755,294,32,2023-04-05,178.81,No,,Peru,Arequipa
756,469,5,2023-04-17,172.62,No,,Colombia,Cali
757,11,45,2023-06-29,913.27,No,,Brazil,Brasília
758,16,80,2024-04-23,111.07,No,,Uruguay,Montevideo
759,331,38,2024-02-14,316.22,No,,Venezuela,Valencia
760,213,64,2023-05-30,44.77,No,,Colombia,Medellín
761,490,77,2023-11-19,610.45,No,,Mexico,Monterrey
762,189,99,2024-03-03,727.46,No,,Brazil,São Paulo
763,226,58,2023-02-14,742.5,No,,Venezuela,Maracaibo
764,263,87,2023-01-20,796.91,No,,Brazil,Brasília
765,54,92,2024-03-20,602.51,No,,Venezuela,Valencia
766,419,84,2023-07-02,353.98,No,,Argentina,Rosario
767,87,59,2023-01-19,832.65,No,,Chile,Concepción
768,336,100,2023-02-19,800.57,No,,Uruguay,Montevideo
769,149,92,2023-06-04,368.43,No,,Colombia,Cali
770,329,75,2023-07-27,832.07,No,,Argentina,Rosario
771,49,43,2023-10-22,349.14,No,,Chile,Concepción
772,344,100,2023-04-29,281.55,No,,Venezuela,Valencia
773,383,79,2023-10-24,692.41,No,,Brazil,Rio de Janeiro
774,218,2,2023-07-30,270.34,No,,Peru,Arequipa
775,412,26,2023-12-26,645.54,No,,Brazil,São Paulo
776,395,1,2024-01-03,165.98,No,,Brazil,Rio de Janeiro
777,374,4,2023-02-12,142.86,No,,Argentina,Córdoba
778,129,94,2024-03-23,873.53,No,,Uruguay,Punta del Este
779,411,8,2024-02-01,881.79,No,,Brazil,Rio de Janeiro
780,290,45,2024-03-05,815.89,No,,Argentina,Córdoba
781,410,50,2023-04-17,119.67,No,,Colombia,Medellín
782,141,51,2024-06-26,356.37,No,,Venezuela,Maracaibo
783,341,17,2023-03-18,209.79,No,,Brazil,Rio de Janeiro
784,437,86,2023-04-26,992.38,No,,Peru,Arequipa
785,397,44,2023-06-28,582.73,No,,Uruguay,Montevideo
786,46,59,2023-01-04,381.57,No,,Mexico,Monterrey
787,158,51,2024-01-01,590.28,No,,Costa Rica,San José
788,373,12,2023-07-16,942.8,No,,Mexico,Monterrey
789,267,43,2023-04-03,546.95,No,,Colombia,Bogotá
790,175,14,2023-07-12,822.77,No,,Mexico,Mexico City
791,323,29,2023-09-13,429.07,No,,Colombia,Cali
792,409,72,2023-04-05,480.31,No,,Colombia,Medellín
793,353,75,2023-09-22,557.26,No,,Colombia,Cali
794,393,25,2023-03-26,981.02,No,,Argentina,Rosario
795,133,91,2024-04-05,686.89,No,,Chile,Concepción
796,21,46,2023-09-30,459.46,No,,Brazil,Rio de Janeiro
797,87,45,2023-12-23,903.36,No,,Brazil,São Paulo
798,312,49,2023-07-25,939.76,No,,Mexico,Monterrey
799,426,38,2024-02-02,934.02,No,,Brazil,Brasília
800,451,100,2023-03-23,875.44,No,,Chile,Santiago
801,143,30,2023-08-15,512.75,No,,Uruguay,Punta del Este
802,246,78,2023-02-18,483.9,No,,Chile,Concepción
803,296,91,2024-01-16,741.64,No,,Venezuela,Valencia
804,346,32,2024-04-20,785.32,No,,Chile,Concepción
805,101,1,2024-06-07,464.37,No,,Brazil,São Paulo
806,159,54,2024-02-14,353.56,No,,Uruguay,Punta del Este
807,248,76,2024-05-15,897.25,No,,Chile,Concepción
808,481,23,2024-03-24,136.57,No,,Uruguay,Punta del Este
809,412,7,2024-03-13,31.6,No,,Mexico,Guadalajara
810,401,92,2023-10-01,5.1,No,,Costa Rica,Alajuela
811,145,62,2023-09-12,360.43,No,,Brazil,São Paulo
812,240,27,2024-04-16,20.16,No,,Uruguay,Salto
813,437,6,2023-02-04,226.68,No,,Chile,Valparaíso
814,452,55,2024-03-17,206.67,No,,Brazil,Brasília
815,241,48,2023-04-20,885.97,No,,Brazil,São Paulo
816,289,6,2024-03-23,948.78,No,,Colombia,Medellín
817,494,71,2023-02-09,763.98,No,,Colombia,Cali
818,39,48,2023-09-12,383.45,No,,Brazil,São Paulo
819,42,34,2023-10-07,540.55,No,,Venezuela,Valencia
820,256,16,2024-02-17,623.83,No,,Uruguay,Salto
821,456,10,2023-05-12,913.04,No,,Peru,Cusco
822,125,50,2023-01-22,580.6,No,,Mexico,Mexico City
823,68,16,2023-12-01,894.74,No,,Chile,Santiago
824,459,87,2023-09-09,50.11,No,,Chile,Concepción
825,196,9,2023-08-03,425.16,No,,Chile,Concepción
826,70,64,2023-01-20,566.77,No,,Chile,Concepción
827,370,55,2023-08-05,775.48,No,,Colombia,Medellín
828,287,61,2024-01-20,803.47,No,,Mexico,Guadalajara
829,210,84,2023-10-31,956.39,No,,Colombia,Bogotá
830,191,26,2023-07-07,250.56,No,,Brazil,Rio de Janeiro
831,320,94,2023-12-06,970.86,No,,Chile,Concepción
832,10,18,2023-12-05,889.08,No,,Costa Rica,San José
833,469,67,2024-02-28,857.93,No,,Costa Rica,Alajuela
834,25,71,2023-06-06,545.47,No,,Colombia,Cali
835,500,25,2023-11-08,329.46,No,,Mexico,Mexico City
836,85,26,2024-03-02,215.61,No,,Argentina,Buenos Aires
837,246,67,2023-11-24,853.17,No,,Uruguay,Montevideo
838,213,78,2023-04-01,777.2,No,,Mexico,Mexico City
839,363,56,2024-01-20,56.31,No,,Mexico,Guadalajara
840,349,31,2023-01-08,699.13,No,,Costa Rica,San José
841,394,35,2023-08-15,416.34,No,,Chile,Concepción
842,332,39,2023-05-20,303.67,No,,Peru,Cusco
843,453,22,2023-01-31,563.94,No,,Mexico,Monterrey
844,409,79,2023-03-30,231.67,No,,Uruguay,Punta del Este
845,409,39,2024-04-03,526.85,No,,Brazil,Rio de Janeiro
846,277,75,2024-04-29,336.61,No,,Mexico,Guadalajara
847,484,25,2023-03-01,180.37,No,,Colombia,Medellín
848,157,78,2023-07-15,393.07,No,,Costa Rica,San José
849,167,78,2024-04-14,587.64,No,,Peru,Arequipa
850,151,16,2023-06-24,550.8,No,,Mexico,Guadalajara
851,218,93,2024-01-01,378.67,No,,Mexico,Monterrey
852,390,62,2024-01-19,639.8,No,,Uruguay,Montevideo
853,358,8,2023-10-12,562.37,No,,Costa Rica,Alajuela
854,441,93,2023-01-11,161.39,No,,Venezuela,Valencia
855,80,33,2024-05-19,343.96,No,,Chile,Valparaíso
856,134,50,2024-03-17,416.88,No,,Brazil,Brasília
857,326,94,2023-08-02,542.54,No,,Argentina,Rosario
858,342,36,2023-08-05,801.06,No,,Brazil,Rio de Janeiro
859,243,85,2023-08-23,923.65,No,,Venezuela,Valencia
860,455,57,2024-04-24,961.23,No,,Venezuela,Maracaibo
861,40,34,2024-02-10,588.13,No,,Costa Rica,Alajuela
862,381,52,2024-05-01,206.6,No,,Peru,Cusco
863,188,70,2023-11-02,700.98,No,,Peru,Lima
864,124,89,2023-07-16,950.08,No,,Uruguay,Montevideo
865,100,15,2023-01-16,977.52,No,,Colombia,Cali
866,89,77,2024-04-12,383.82,No,,Chile,Santiago
867,475,74,2023-12-17,257.84,No,,Costa Rica,Cartago
868,356,73,2023-12-21,390.16,No,,Brazil,São Paulo
869,345,97,2023-06-19,111.53,No,,Mexico,Mexico City
870,2,12,2023-01-08,388.94,No,,Mexico,Mexico City
871,185,10,2023-05-30,730.61,No,,Colombia,Cali
872,59,58,2023-08-04,510.26,No,,Chile,Valparaíso
873,8,79,2024-04-05,161.25,No,,Mexico,Guadalajara
874,366,51,2023-10-29,362.45,No,,Costa Rica,San José
875,384,84,2024-06-04,867.71,No,,Argentina,Córdoba
876,363,43,2023-01-05,212.59,No,,Argentina,Buenos Aires
877,32,18,2023-09-13,648.72,No,,Brazil,Rio de Janeiro
878,373,92,2023-08-19,832.83,No,,Brazil,Brasília
879,190,5,2023-08-14,72.08,No,,Colombia,Bogotá
880,329,95,2024-01-13,878.95,No,,Uruguay,Punta del Este
881,166,26,2023-08-11,550.48,No,,Brazil,Rio de Janeiro
882,443,48,2023-05-23,452.96,No,,Costa Rica,Cartago
883,372,36,2024-01-17,911.88,No,,Colombia,Cali
884,19,93,2023-09-11,229.55,No,,Brazil,Brasília
885,14,57,2023-01-30,649.05,No,,Brazil,São Paulo
886,1,51,2023-10-31,401.77,No,,Mexico,Mexico City
887,465,35,2024-04-03,752.84,No,,Brazil,Brasília
888,175,15,2023-10-17,251.85,No,,Peru,Lima
889,498,25,2023-06-08,814.84,No,,Peru,Arequipa
890,208,5,2023-10-17,86.61,No,,Venezuela,Valencia
891,428,86,2024-01-28,742.41,No,,Mexico,Guadalajara
892,72,45,2024-05-31,27.68,No,,Colombia,Bogotá
893,407,21,2023-09-07,260.16,No,,Costa Rica,Alajuela
894,122,90,2023-01-27,171.06,No,,Peru,Cusco
895,483,99,2023-02-08,882.34,No,,Chile,Santiago
896,133,14,2023-06-06,597.0,No,,Chile,Concepción
897,7,19,2023-01-14,129.54,No,,Chile,Concepción
898,21,47,2024-01-24,164.33,No,,Venezuela,Valencia
899,460,74,2023-04-17,894.73,No,,Costa Rica,San José
